issue_no,comment_no,comment_body
224,624222,b'this fixes the problem but is far from ideal:\n\n```\n        using (var session = documentStore.OpenSession())\n        {\n            var entitysearch = session.Query<cacheObject>().ToArray();\n            var entities = entitysearch.Select(cachedObject => new unCachedObject(cachedObject)).ToArray();\n            foreach (var uncachedentity in entities)\n                Console.WriteLine(uncachedentity.Id);\n        }\n```\n'
225,633387,b'Fixed\n'
227,636276,b'Fixed\n'
226,636288,b'Fixed\n'
216,636289,b'Done\n'
217,636291,b'Supported\n'
223,636292,b'Fixed\n'
224,636297,"b'Roja,\nThe linq provider support only very simple select expressions\n'"
202,636298,b'done\n'
229,640719,b'Fixed\n'
202,640788,b'I have a failing test (slightly modifed from existing test in same file) for this at https://github.com/dpen2000/ravendb/commit/0f920fb2ed418d48d766d273b259303cfc8c6eb6 (and another one with a different assert that passes - for contrast). Building on top of latest code from https://github.com/ayende/ravendb\n'
202,642917,b'Fixed\n'
204,668566,b'http://ravendb.net/faq/projections\n'
190,668578,b'http://ravendb.net/faq/polymorphic-indexes\n'
189,668665,b'http://ravendb.net/documentation/multiple-databases\n'
230,671537,b'Pulled\n'
231,676356,"b'Hi,\nI need you to follow the guidelines here:\nhttp://www.ravendb.net/faq/contributing\nMore specifically, I need a signed copy of the contributer agreement:\nhttp://ravendb.net/CopyrightAssignmentAgreement.pdf\n'"
231,677131,b'Signed contributer agreement is send\n'
231,677473,"b""Hi,\nI can't merge your changes, please generate a new pull request, this time against the source in:\ngithub.com/ayende/ravendb\n"""
233,692971,"b'Can you create a failing test?\nThis works:\n\n```\npublic class WithGuidId : LocalClientTest\n{\n    [Fact]\n    public void CanBeUsedForTransformResultsWithDocumentId()\n    {\n        using(var store = NewDocumentStore())\n        {\n            new ThorIndex().Execute(store);\n\n            using(var s = store.OpenSession())\n            {\n                s.Store(new Thor\n                {\n                    Id = Guid.NewGuid(),\n                    Name = ""Thor""\n                });\n                s.SaveChanges();\n            }\n\n            using (var s = store.OpenSession())\n            {\n                var objects = s.Query<dynamic>(""ThorIndex"")\n                    .Customize(x=>x.WaitForNonStaleResults())\n                    .ToArray();\n\n                Assert.DoesNotThrow(() => new Guid(objects[0].Id));\n            }\n        }\n    }\n}\n\npublic class ThorIndex : AbstractIndexCreationTask<Thor>\n{\n    public ThorIndex()\n    {\n        Map = thors => from doc in thors\n                       select new {doc.Name};\n        TransformResults = (database, thors) =>\n                           from item in thors\n                           select new {Id = item.Id, item.Name};\n    }\n}\n\npublic class Thor\n{\n    public Guid Id { get; set; }\n    public string Name { get; set; }\n}\n```\n'"
234,693315,"b""Fixed\nNot sure about the Chinese characters, please open a new repro if build 260 doesn't fix this\n"""
233,695789,b'Works in RavenDB-Unstable-Build-261 problem was with version 237\n'
234,695838,b'All OK\n'
238,700356,"b""Hi, I can't pull this without getting a contributer license agreement.\nAt any rate, already fixed, thanks\n"""
237,700358,b'Fixed\n'
236,702031,b'Fixed\n'
239,709790,b'Pulled\n'
235,777414,b'Fixed\n'
206,785675,"b""I didn't read this before I created the error screen! I'm glad that I was heading in the right direction.\n"""
249,804513,"b""Put simple, we don't handle string case matching in the linq query.\nString case matching is handled by the analyzer we select, by default we use case insensitive analyzer, but you can change that\n"""
249,806036,"b'Just to add to Oren answer.\n\nWhat is happening in your case is that when you store new User() { Name = ""Matt"" }, the Name is actually _indexed_ as ""matt"", because of RavenDB case-insensitive analyser. Then when you do a exact match query, it only matches when you match against ""matt""\n'"
253,884109,"b""a) This isn't the place to ask questions.\nb) You can pretty much just copy the directory as is\n"""
254,911684,b'Fixed\n'
245,911691,b'We already have that:\nTask<BatchResult[]> BatchAsync(ICommandData[] commandDatas);\n'
258,925460,b'I saw that was fixed in ayende master branch... sorry\n\nWhen this fix will be moved on ravendb/ravendb?\n'
258,925545,b'Today\n'
206,940230,b'Done\n'
173,940232,b'Done\n'
175,940236,b'Done\n'
176,940238,b'Done\n'
179,940239,"b""No need to do that any longer, we don't really support OOB \n"""
205,940240,"b'The reason for that is that we are processing deletes one at a time, using the tasks feature.\nWe have moved that to a separate thread, but we probably need to check how we can optimize this further.\n'"
210,940559,b'Fixed\n'
262,945314,"b'Out of scope for RavenDB currently.\nIf you feel strongly about this feature, please send a pull request\n'"
262,945315,"b'i know but i just wanted to put it in there for future references.\n\nCan you outline your plans for this.\nI am an architect and working on many different projects using various\nnosql stacks.\nSo we could use Raven if you were a bit more open about where you are\ngong with this.\n\nged\n\nOn 1 April 2011 14:41, ayende\nreply@reply.github.com\nwrote:\n\n> Out of scope for RavenDB currently.\n> If you feel strongly about this feature, please send a pull request\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/issues/262#comment_945314\n'"
261,945332,"b'Pulled, thanks.\nAnd really nice work\n'"
255,958814,b'Fixed\n'
260,963237,b'Fixed\n'
265,968246,b'Raven.Bundles.Tests.Replication.SimpleReplication.Will_not_replicate_replicated_documents\n'
267,982478,"b'I pulled the request, and all the tests are passing\n'"
267,982587,"b'Ahh thanks for checking.  I only tried github.com/ravendb/ravendb, now when I try against github.com/ayende/ravendb I see the test does pass. \n'"
271,989352,b'Did you sent me the contribution agreement?\n'
271,999585,b'No\n\nWhere do i get that from?\n'
271,999637,"b'http://ravendb.net/faq/contributing\n\nOn Thu, Apr 14, 2011 at 10:10 AM, wayne-o <\nreply@reply.github.com>wrote:\n\n> No\n> \n> Where do i get that from?\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/pull/271#issuecomment-999585\n'"
271,1000458,b'can i send you photo of the signed form? or does it need to be snail mail?\n'
271,1000928,"b'No, just send this as an attached image.\n\nOn Thu, Apr 14, 2011 at 2:42 PM, wayne-o <\nreply@reply.github.com>wrote:\n\n> can i send you photo of the signed form? or does it need to be snail mail?\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/pull/271#issuecomment-1000458\n'"
232,1004008,"b'All fixed now, and synced up with comments in the code itself\n\nhttps://github.com/synhershko/ravendb/commit/ca647d7c031284fd68156721d1fe82e46cee279e\n\nhttp://ravendb.net/documentation/configuration (Note though how last update is incorrect)\n'"
252,1004053,b'Resolved!\n'
232,1005037,"b'What do you mean ""last update is incorrect""?\n'"
232,1005656,"b'The ""Last update"" timestamp at the bottom of the website page\n'"
232,1005665,b'Removed that\n'
243,1006717,b'Will this be implemented anytime soon?\n\nIs there a work around for the time being?\n'
243,1011839,"b'Hopefully, soon.\n\nYou can use LuceneQuery instead.\n\nOn Fri, Apr 15, 2011 at 4:52 PM, alhardy <\nreply@reply.github.com>wrote:\n\n> Will this be implemented anytime soon?\n> \n> Is there a work around for the time being?\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/issues/243#comment_1006717\n'"
243,1013491,"b""Great, thanks for the reply.\n\nYeah could use lucene, I already have specifications for my queries. Guess I'll just wait until its implemented. \n\nSent from my Windows Phone\n\n-----Original Message-----\nFrom: ayende\nSent: Saturday, 16 April 2011 2:48 PM\nTo: al_hardy@live.com.au\nSubject: Re: [GitHub] Sharding: Enable linq queries [ravendb/ravendb GH-243]\n\n> Hopefully, soon.\n> \n> You can use LuceneQuery instead.\n> \n> On Fri, Apr 15, 2011 at 4:52 PM, alhardy <\n> reply@reply.github.com>wrote:\n> \n> > Will this be implemented anytime soon?\n> > \n> > Is there a work around for the time being?\n> > \n> > ## \n> > \n> > Reply to this email directly or view it on GitHub:\n> > https://github.com/ravendb/ravendb/issues/243#comment_1006717\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/issues/243#comment_1011839\n"""
273,1015987,"b'Resolved, please note that we still will create some files, but this will happen in the temp directory.\n'"
247,1015988,b'Removed support for this\n'
205,1015989,"b'After some investigation, it is okay to keep it that way. Mass deletes seems to be pretty rare things.\n'"
274,1016794,"b'Done, pushed to my master\n'"
278,1017233,b'Fixed\n'
279,1017283,b'Done\n'
282,1032852,"b""And while you're at it, please add a logo (iconUrl, linking to a 32x32 png)\n"""
285,1087552,b'Fixed in newer build.\n'
282,1091114,"b'Done, but had no logo URL to link to so I left that tag blank.\n\nAdded dependencies with no particular version requirement - so apps aren\'t forced to upgrade components they may be using already, and making it the user\'s responsibility to make sure he has a recent version.\n\nSilverlight client is missing, too. We can leverage the folder structure for that. See ""Supporting Multiple .NET Framework Versions and Profiles"" in http://nuget.codeplex.com/wikipage?title=Creating%20a%20Package.\n'"
282,1092253,"b'You can use this:\nhttp://ravendb.net/favicon.ico\n\nAnd yes, we need a silverlight one as well\n'"
282,1092259,"b""Also, that means that in our package, we don't include Newtonsoft / log4net\nWe also need a RavenDB-Embedded package\n"""
286,1092464,"b'Thanks for your message.\n\nThe team is away and will be unavailable until the 9th of May.\n\nFor customers with a support contract, please contact your regular customer-specific email address that has been communicated to you.\n\nFor account enquiries or renew your support contract, please contact our accounting team at accounts@caffeine-it.net.\n\nFor any other enquiry, we will get back to you as soon as possible.\n\nThanks\n'"
288,1092660,b'fixed\n'
203,1094026,b'Done in latest HEAD of docs\n'
289,1099064,"b'The actual problem is with RavenId = Id, not with the project.\n'"
289,1099074,"b'It is going to be too complex to support this at this point.\nUse:\n\nvar postReference = Session.Query<Post>()\n.Select(p => new {Id = p.Id, p.Title})\n.FirstOrDefault();\n\nWhich will work\n'"
268,1104862,b'Done in latest docs HEAD\n'
259,1104876,b'Done in latest docs HEAD\n'
287,1110471,b'Fixed\n'
274,1110474,b'Pulled\n'
271,1110478,b'Pulled\n'
265,1110481,b'Fixed\n'
290,1115935,"b'This is a known issue, and will be fixed very soon.\n'"
290,1116214,"b""Thanks, didn't see it reported elsewhere so sorry if I doubled up the ticket.\n\nOn Sat, May 7, 2011 at 1:36 PM, synhershko\nreply@reply.github.com\nwrote:\n\n> This is a known issue, and will be fixed very soon.\n> \n> ## \n> \n> Reply to this email directly or view it on GitHub:\n> https://github.com/ravendb/ravendb/issues/290#comment_1115935\n"""
290,1116913,b'That is fixed now. new nuget package will be uploaded for the next stable build.\n'
162,1119712,b'Done in latest docs HEAD\n'
286,1190416,b'Seems to be fixed by another bug fix\n'
283,1192847,b'Done in latest docs HEAD\n'
214,1193123,b'Done in latest docs HEAD\n'
290,1204289,"b'Hey guys, can you please put the update as soon as you can? Current version in NuGet cannot be used. Many thanks\n'"
290,1204385,b'Next stable release and nuget package release are expected Monday. The latest unstable contains this fix too.\n'
290,1204708,b'Thanks! I will wait till Monday (I am using centralized package management). Meantime I rolled back Raven DB to v. 1.0.0.322\n'
293,1247415,"b'Hi,\nThanks for the pull request. Before I can pull the changes in, I need you to sign the contribution agreement here:\nhttp://ravendb.net/faq/contributing\n'"
